CustomerID,AnnualIncome,SpendingScore,Age,Gender
2684,58601,65,40,Male
2685,74632,32,67,Male
2686,60194,88,30,Female
2687,12638,19,44,Male
2688,17157,94,41,Female
2689,87122,15,37,Male
2690,43988,85,73,Male
2691,27213,37,24,Female
2692,49395,69,93,Female
2693,11173,11,91,Female
2694,11254,65,62,Female
2695,69306,25,87,Female
2696,81081,79,22,Male
2697,91211,4,30,Male
2698,26745,92,33,Female
2699,20140,10,91,Female
2700,31075,80,26,Female
2701,64555,47,77,Female
2702,11672,91,76,Male
2703,11009,10,58,Female
2704,25287,91,36,Male
2705,40081,20,70,Female
2706,82790,58,77,Male
2707,47780,1,17,Female
2708,46193,92,65,Male
2709,80857,21,19,Female
2710,59056,70,39,Male
2711,82806,49,80,Male
2712,69918,99,97,Female
2713,96248,8,57,Male
2714,82215,62,47,Male
2715,96099,46,84,Male
2716,47928,72,80,Male
2717,85038,1,22,Male
2718,71035,99,95,Female
2719,32535,11,82,Female
2720,7939,69,52,Female
2721,96160,47,19,Male
2722,19642,91,37,Female
2723,7928,1,64,Female
2724,25017,81,24,Female
2725,1559,33,73,Female
2726,38598,91,33,Male
2727,81060,23,100,Male
2728,35774,88,35,Male
2729,22391,1,38,Male
2730,14080,73,20,Female
2731,73914,35,45,Female
2732,78553,81,22,Male
2733,24714,1,79,Male
2734,4725,62,86,Female
2735,57911,50,95,Male
2736,95918,82,87,Female
2737,62894,1,67,Female
2738,37089,80,51,Female
2739,66249,1,39,Male
2740,55355,64,10,Male
2741,32544,56,34,Female
2742,41420,88,42,Male
2743,34600,15,66,Male
2744,5167,64,58,Male
2745,69687,20,21,Male
2746,50903,61,98,Male
2747,60184,1,41,Female
2748,44674,92,69,Male
2749,67996,1,82,Female
2750,68752,87,70,Male
2751,75312,30,69,Female
2752,72322,64,90,Female
2753,32813,1,42,Female
2754,22666,76,33,Male
2755,3775,35,74,Female
2756,11351,64,95,Female
2757,55184,10,70,Male
2758,73309,100,95,Female
2759,2108,13,100,Female
2760,23341,82,41,Female
2761,95208,53,62,Male
2762,59949,81,83,Female
2763,29318,1,100,Female
2764,73374,67,93,Female
2765,61365,36,84,Female
2766,1509,77,52,Female
2767,46874,22,55,Male
2768,78467,89,89,Male
2769,60313,18,28,Female
2770,19116,77,31,Male
2771,30782,46,74,Female
2772,97123,97,75,Male
2773,88743,23,94,Male
2774,95880,69,84,Male
2775,78287,35,11,Female
2776,98375,68,66,Male
2777,15831,1,39,Female
2778,45708,92,16,Male
2779,35794,22,95,Female
2780,2620,74,11,Female
2781,35057,29,40,Male
2782,9677,76,20,Male
2783,765,1,40,Male
2784,12975,70,62,Male
2785,90575,38,90,Male
2786,40409,61,58,Male
2787,79409,2,21,Male
2788,66101,78,68,Female
2789,4311,1,48,Female
2790,6083,63,10,Male
2791,57395,36,52,Female
2792,19522,92,19,Female
2793,26855,1,78,Female
2794,14260,60,88,Male
2795,23147,22,83,Male
2796,55479,78,27,Male
2797,84258,16,68,Female
2798,77442,76,46,Male
2799,49752,15,70,Male
2800,47993,77,13,Male
2801,71437,45,42,Female
2802,4482,83,94,Male
2803,39574,1,30,Male
2804,7338,87,94,Female
2805,61480,54,47,Female
2806,77066,84,69,Male
2807,52672,4,55,Male
2808,2837,87,66,Male
2809,40077,1,86,Female
2810,48624,63,64,Male
2811,11109,57,42,Male
2812,11036,65,79,Male
2813,36943,16,98,Female
2814,50016,69,61,Female
2815,38985,50,86,Male
2816,3770,89,58,Female
2817,20946,8,22,Male
2818,39159,78,76,Male
2819,57275,1,33,Male
2820,57813,74,39,Female
2821,83551,25,78,Male
2822,88027,68,88,Female
2823,12419,19,78,Male
2824,95428,94,35,Male
2825,84739,58,63,Female
2826,66720,88,81,Female
2827,16911,6,54,Male
2828,17790,99,96,Female
2829,85053,13,51,Female
2830,37696,60,12,Female
2831,46728,34,97,Female
2832,76621,63,33,Male
2833,46732,1,80,Female
2834,23572,75,98,Male
2835,54165,30,42,Female
2836,75199,76,48,Female
2837,91207,22,18,Male
2838,39384,100,11,Male
2839,18157,2,79,Male
2840,91003,76,77,Female
2841,64595,21,96,Male
2842,87889,86,65,Female
2843,47367,2,46,Male
2844,66168,89,36,Male
2845,53251,41,99,Female
2846,71127,90,46,Female
2847,27206,18,40,Male
2848,41340,85,20,Female
2849,48671,20,69,Female
2850,19937,70,93,Female
2851,98848,28,89,Female
2852,76095,64,100,Female
2853,6780,1,68,Female
2854,82016,75,30,Female
2855,11528,28,82,Male
2856,37136,63,89,Female
2857,46716,18,10,Female
2858,8118,78,68,Female
2859,73489,1,74,Male
2860,50613,59,12,Female
2861,72728,23,64,Female
2862,61394,78,59,Male
2863,56414,18,27,Male
2864,62694,72,89,Male
2865,93608,26,87,Male
2866,68020,80,41,Female
2867,40597,1,61,Male
2868,43151,85,26,Male
2869,96090,7,22,Female
2870,26372,63,50,Male
2871,42722,51,95,Female
2872,54711,69,91,Female
2873,11292,24,100,Female
2874,50192,90,55,Male
2875,56516,33,76,Male
2876,91110,85,70,Male
2877,83509,1,98,Male
2878,77583,100,64,Female
2879,15588,4,90,Male
2880,64373,87,58,Male
2881,67507,20,59,Male
2882,14677,73,17,Male
2883,67264,2,21,Female
2884,15732,69,50,Male
2885,98557,26,96,Female
2886,65092,60,90,Female
2887,77061,10,28,Female
2888,92993,83,25,Male
2889,79054,1,86,Female
2890,66540,59,52,Female
2891,90999,54,35,Female
2892,74142,93,38,Male
2893,68684,1,96,Female
2894,85122,59,80,Female
2895,18594,34,76,Male
2896,25117,94,91,Male
2897,50624,14,83,Female
2898,7032,100,28,Male
2899,86158,15,50,Male
2900,4722,77,89,Female
2901,4576,38,86,Male
2902,41476,97,87,Male
2903,20054,1,77,Male
2904,88051,75,56,Female
2905,37763,49,92,Male
2906,19464,68,87,Male
2907,42299,1,46,Male
2908,82970,79,99,Female
2909,87404,1,60,Female
2910,13435,70,10,Female
2911,73631,40,75,Female
2912,34341,71,90,Male
2913,46514,1,95,Female
2914,1160,82,11,Female
2915,10846,25,94,Female
2916,13882,74,37,Female
2917,40983,22,65,Female
2918,45278,100,59,Male
2919,99777,7,70,Female
2920,9001,52,45,Male
2921,36427,27,45,Male
2922,25854,88,47,Male
2923,99644,7,98,Male
2924,37905,62,91,Female
2925,33359,34,57,Female
2926,99596,62,26,Female
2927,39199,7,64,Male
2928,44472,86,56,Male
2929,56125,11,31,Male
2930,25135,56,44,Male
2931,20169,37,80,Female
2932,88738,73,19,Female
2933,8007,21,34,Female
2934,41787,96,16,Female
2935,5782,38,55,Female
2936,99724,76,10,Male
2937,55186,18,13,Female
2938,50690,100,61,Male
2939,64226,10,79,Female
2940,21942,74,25,Male
2941,22551,23,50,Female
2942,2892,72,78,Male
2943,87710,13,39,Female
2944,49306,91,35,Male
2945,94950,37,98,Female
2946,94238,92,68,Female
2947,58241,18,48,Male
2948,13418,100,27,Male
2949,4833,21,80,Female
2950,565,86,85,Male
2951,67850,22,34,Female
2952,23123,91,13,Female
2953,17573,1,12,Male
2954,76095,73,87,Male
2955,89405,54,22,Male
2956,4023,68,60,Female
2957,98694,21,50,Female
2958,31017,80,24,Female
2959,29991,1,46,Female
2960,33001,64,89,Female
2961,64892,24,41,Female
2962,94409,78,77,Male
2963,14961,1,73,Male
2964,52870,96,12,Male
2965,78798,48,61,Female
2966,23555,61,47,Female
2967,69002,11,26,Female
2968,1115,100,40,Male
2969,69109,17,25,Male
2970,43626,69,71,Female
2971,29430,53,54,Female
2972,43554,88,18,Female
2973,22414,6,61,Male
2974,74034,75,64,Male
2975,8524,20,97,Female
2976,75160,78,56,Female
2977,20714,23,20,Male
2978,99854,74,16,Male
2979,86576,14,82,Male
2980,98841,74,54,Male
2981,92508,56,80,Female
2982,61855,80,60,Male
2983,67619,1,10,Female
2984,17140,96,93,Female
2985,14691,24,96,Male
2986,25595,70,15,Male
2987,8630,4,86,Male
2988,98748,79,88,Female
2989,64791,5,19,Female
2990,60520,68,65,Female
2991,23212,48,53,Female
2992,83346,89,11,Female
2993,49810,1,35,Male
2994,16375,94,12,Female
2995,32975,21,80,Female
2996,64170,62,33,Female
2997,9638,1,53,Male
2998,20534,100,39,Male
2999,72089,1,35,Male
3000,72666,81,62,Female
3001,28930,25,58,Male
3002,51016,73,88,Female
3003,96382,1,100,Male
3004,27167,76,73,Female
3005,51468,48,44,Male
3006,62901,63,38,Male
3007,90664,15,95,Male
3008,6922,75,59,Male
3009,69506,1,60,Female
3010,9046,71,34,Female
3011,30346,47,26,Female
3012,91384,83,65,Female
3013,33583,5,11,Female
3014,33690,58,87,Female
3015,83184,32,44,Female
3016,46069,63,75,Female
3017,88606,1,30,Female
3018,23241,96,12,Female
3019,92307,1,38,Male
3020,53555,85,93,Male
3021,30844,26,80,Female
3022,6026,78,98,Male
3023,90644,1,91,Female
3024,29550,94,19,Male
3025,98315,26,26,Male
3026,82681,81,24,Male
3027,71200,22,56,Male
3028,70690,74,81,Female
3029,47994,1,34,Male
3030,1055,63,72,Male
3031,92160,24,17,Female
3032,53380,85,95,Female
3033,36163,1,56,Male
3034,19476,93,65,Male
3035,86593,26,58,Female
3036,7507,78,84,Female
3037,54176,11,75,Male
3038,4414,96,50,Female
3039,62137,16,88,Female
3040,74510,80,66,Male
3041,65018,35,69,Male
3042,5745,96,82,Female
3043,28451,18,79,Female
3044,18325,69,89,Female
3045,73469,48,15,Female
3046,72010,79,12,Female
3047,65609,1,61,Male
3048,13273,85,23,Male
3049,93767,1,37,Male
3050,87945,87,75,Female
3051,84785,32,25,Female
3052,78250,77,31,Female
3053,28690,1,48,Male
3054,77711,81,27,Male
3055,86612,30,48,Male
3056,7960,87,39,Male
3057,27258,11,70,Female
3058,46433,82,85,Female
3059,79364,1,61,Female
3060,30531,60,31,Male
3061,30857,34,70,Male
3062,57609,66,71,Male
3063,7044,1,72,Male
3064,79287,81,68,Male
3065,87985,23,57,Female
3066,29362,90,83,Female
3067,42915,1,52,Female
3068,11322,92,98,Male
3069,97136,1,56,Female
3070,8245,82,28,Female
3071,10588,19,77,Female
3072,40721,86,28,Male
3073,77430,1,10,Female
3074,10208,77,97,Male
3075,46766,38,19,Female
3076,83211,88,80,Male
3077,42940,1,40,Female
3078,88901,90,59,Male
3079,50385,8,89,Female
3080,15052,80,41,Female
3081,20234,50,15,Male
3082,87840,78,46,Male
3083,49892,11,90,Female
3084,17920,81,43,Male
3085,30985,39,16,Female
3086,15439,92,38,Female
3087,27659,2,57,Female
3088,67865,92,21,Male
3089,14633,16,16,Male
3090,33038,52,99,Male
3091,72216,33,95,Male
3092,79027,75,97,Male
3093,49272,14,41,Male
3094,43066,61,71,Female
3095,83029,37,90,Female
3096,18033,79,75,Male
3097,62781,1,78,Male
3098,44324,100,12,Male
3099,25378,5,37,Female
3100,83729,87,42,Female
3101,93337,58,26,Female
3102,91782,68,65,Female
3103,71838,1,57,Male
3104,60011,75,72,Female
3105,61606,31,29,Male
3106,60719,62,63,Female
3107,93517,1,80,Male
3108,33481,100,82,Female
3109,58031,1,92,Female
3110,92254,68,18,Male
3111,80224,52,54,Female
3112,29960,67,25,Male
3113,7910,1,20,Male
3114,88779,69,21,Male
3115,72788,29,29,Female
3116,90787,83,97,Male
3117,36,1,49,Female
3118,73601,100,18,Female
3119,46638,1,85,Male
3120,17045,89,28,Female
3121,98718,21,96,Female
3122,93562,78,35,Male
3123,61762,8,12,Male
3124,78424,83,67,Female
3125,82494,46,61,Male
3126,85464,79,81,Male
3127,28013,22,92,Male
3128,21143,94,49,Male
3129,10222,1,78,Female
3130,16116,55,81,Female
3131,57802,35,94,Male
3132,43225,87,89,Male
3133,21209,18,40,Female
3134,23086,62,81,Male
3135,20897,33,25,Male
3136,7283,64,83,Female
3137,76555,1,28,Male
3138,8744,100,79,Male
3139,55032,6,98,Female
3140,591,57,46,Male
3141,65883,56,50,Female
3142,41542,82,60,Male
3143,64732,16,39,Male
3144,60110,74,39,Female
3145,61993,30,36,Female
3146,2274,94,81,Male
3147,18961,1,54,Female
3148,14706,96,21,Male
3149,21213,13,31,Female
3150,87231,64,34,Female
3151,69810,25,15,Female
3152,29714,79,18,Female
3153,12026,21,49,Male
3154,26844,80,57,Male
3155,83268,45,23,Male
3156,41628,61,16,Male
3157,88628,3,96,Female
3158,69157,74,77,Male
3159,2347,17,96,Male
3160,4923,77,61,Male
3161,81147,26,89,Male
3162,92290,92,78,Female
3163,46733,17,35,Male
3164,87493,92,49,Male
3165,18298,24,86,Female
3166,71887,56,86,Male
3167,67509,1,62,Female
3168,44440,100,41,Female
3169,72219,1,12,Female
3170,39551,78,93,Male
3171,28878,45,54,Male
3172,80219,85,70,Female
3173,95213,18,55,Female
3174,22703,70,74,Female
3175,98385,26,88,Female
3176,81072,68,82,Female
3177,42039,1,66,Female
3178,94626,97,25,Female
3179,40412,5,54,Male
3180,35367,65,68,Male
3181,34269,57,36,Male
3182,39759,66,64,Male
3183,66577,1,21,Female
3184,89900,96,68,Male
3185,55261,45,31,Male
3186,3065,94,56,Male
3187,60204,1,18,Female
3188,21518,100,22,Male
3189,69803,19,80,Female
3190,89572,65,85,Female
3191,2419,58,90,Female
3192,17140,89,36,Male
3193,78497,1,97,Male
3194,62112,63,74,Male
3195,49410,34,63,Female
3196,3017,84,68,Female
3197,58268,2,69,Female
3198,31127,90,94,Male
3199,31921,1,65,Male
3200,50345,90,78,Female
3201,22063,39,91,Male
3202,45971,75,78,Male
3203,96434,1,71,Male
3204,59940,62,80,Female
3205,9705,27,82,Male
3206,62979,76,40,Male
3207,46104,24,24,Male
3208,6050,100,66,Female
3209,53678,10,70,Female
3210,87363,71,43,Female
3211,47968,42,29,Male
3212,55781,90,97,Male
3213,62695,1,45,Female
3214,25651,71,55,Male
3215,38108,34,58,Male
3216,10510,69,51,Female
3217,69134,1,36,Male
3218,65587,82,62,Male
3219,81015,1,51,Female
3220,30916,56,84,Male
3221,23259,34,50,Female
3222,7043,62,76,Female
3223,30868,1,52,Male
3224,69000,76,37,Female
3225,29265,38,12,Male
3226,84579,86,58,Male
3227,75838,8,43,Male
3228,67396,88,56,Male
3229,17106,10,12,Female
3230,32599,82,54,Male
3231,9004,29,46,Male
3232,95752,77,74,Male
3233,54766,11,62,Male
3234,5913,79,39,Female
3235,10567,44,73,Female
3236,92026,65,29,Male
3237,44078,8,62,Male
3238,50945,92,71,Female
3239,5703,20,21,Female
3240,88090,80,24,Female
3241,89340,19,69,Male
3242,90331,63,27,Female
3243,22075,19,98,Female
3244,59622,64,28,Female
3245,12521,41,42,Female
3246,38015,90,76,Male
3247,99721,12,24,Male
3248,49262,99,33,Male
3249,40159,19,13,Male
3250,90209,88,57,Male
3251,27195,30,30,Male
3252,96299,74,43,Male
3253,92019,11,25,Female
3254,87148,58,44,Male
3255,63365,38,68,Male
3256,90099,63,87,Female
3257,64450,23,38,Male
3258,72790,96,91,Female
3259,44498,10,35,Female
3260,82094,55,64,Female
3261,87618,25,64,Female
3262,46622,70,28,Female
3263,15003,4,96,Female
3264,90444,67,57,Male
3265,29072,47,92,Female
3266,63350,92,48,Female
3267,67936,25,21,Female
3268,66554,100,83,Female
3269,69072,8,76,Male
3270,50131,63,90,Female
3271,38665,40,66,Male
3272,32875,97,86,Male
3273,90815,1,95,Female
3274,33642,96,69,Female
3275,9465,54,28,Female
3276,46624,83,46,Female
3277,85848,21,90,Female
3278,17300,75,40,Female
3279,50912,12,85,Female
3280,33586,75,33,Female
3281,68795,29,22,Male
3282,69831,70,81,Female
3283,34579,1,82,Male
3284,78413,84,11,Male
3285,92202,27,22,Male
3286,72302,83,44,Male
3287,88365,1,11,Male
3288,25714,85,73,Male
3289,56627,18,76,Male
3290,29250,70,11,Female
3291,45028,35,87,Female
3292,45530,70,76,Female
3293,44645,10,95,Female
3294,79782,86,30,Female
3295,13470,45,31,Male
3296,94884,68,94,Female
3297,52104,2,56,Male
3298,6630,95,21,Female
3299,40438,1,62,Female
3300,42244,60,55,Female
3301,55565,48,61,Female
3302,98841,89,28,Male
3303,66951,8,44,Male
3304,18740,91,67,Male
3305,99855,36,41,Female
3306,99065,87,61,Female
3307,63087,1,93,Male
3308,83456,100,92,Female
3309,20229,21,59,Female
3310,21101,59,97,Female
3311,95221,32,14,Male
3312,53031,94,89,Male
3313,21071,1,36,Female
3314,58445,89,42,Female
3315,85779,55,16,Female
3316,20719,58,48,Male
3317,26325,1,97,Female
3318,24278,100,83,Female
3319,62751,1,97,Male
3320,75060,63,65,Male
3321,2365,36,73,Male
3322,96076,100,39,Male
3323,31912,1,43,Female
3324,63965,81,75,Female
3325,42595,37,14,Male
3326,6929,87,30,Female
3327,37924,7,22,Male
3328,11920,82,97,Female
3329,71725,1,46,Male
3330,73150,79,55,Male
3331,18013,25,35,Female
3332,62509,71,23,Male
3333,99143,1,37,Male
3334,57500,79,27,Male
3335,66046,32,85,Male
3336,66673,60,84,Female
3337,70202,1,68,Male
3338,55598,100,22,Female
3339,34928,7,42,Male
3340,47037,66,25,Female
3341,18361,56,15,Female
3342,25816,75,13,Female
3343,92479,1,43,Male
3344,8798,88,18,Male
3345,9415,33,42,Male
3346,18452,67,66,Female
3347,73356,1,93,Female
3348,95791,87,39,Male
3349,43147,20,35,Female
3350,91393,91,65,Female
3351,95365,58,90,Male
3352,34364,92,21,Male
3353,93330,10,68,Male
3354,34840,72,47,Male
3355,8176,42,23,Female
3356,85782,67,22,Female
3357,99430,19,15,Male
3358,39807,100,17,Male
3359,8711,22,43,Female
3360,86478,87,69,Male
3361,90594,40,96,Female
3362,62636,82,14,Male
3363,93708,13,93,Male
3364,36303,85,96,Female
3365,68449,26,47,Male
3366,91715,89,51,Female
3367,57988,8,24,Male
3368,23930,82,62,Male
3369,62040,3,18,Male
3370,56815,89,31,Male
3371,88406,22,24,Male
3372,29203,93,95,Male
3373,9862,1,37,Male
3374,86890,65,98,Female
3375,83529,30,40,Female
3376,64523,86,87,Male
3377,57003,17,59,Male
3378,75024,100,10,Male
3379,53938,1,96,Female
3380,62223,63,62,Male
3381,6764,35,49,Male
3382,31923,92,46,Female
3383,1614,1,70,Male
3384,56440,71,43,Female
3385,49648,39,82,Male
3386,29764,78,42,Female
3387,57207,1,26,Male
3388,93778,100,10,Male
3389,17861,1,32,Female
3390,22578,70,60,Female
3391,29782,22,93,Male
3392,66266,94,77,Female
3393,1701,1,80,Female
3394,66483,82,35,Female
3395,80402,28,70,Female
3396,7273,71,90,Female
3397,908,1,19,Male
3398,95967,100,17,Male
3399,49323,1,76,Female
3400,46105,72,35,Female
3401,43271,28,57,Male
3402,93034,74,49,Male
3403,27278,2,27,Female
3404,99173,79,71,Female
3405,4694,54,48,Male
3406,21556,79,73,Male
3407,18907,1,25,Female
3408,29158,79,75,Female
3409,99468,1,72,Female
3410,5594,80,46,Male
3411,16191,42,80,Female
3412,32175,72,32,Male
3413,70910,18,22,Male
3414,62821,88,54,Female
3415,7394,20,56,Female
3416,41964,60,86,Female
3417,443,17,30,Female
3418,86655,91,30,Female
3419,3465,6,94,Male
3420,38515,74,31,Female
3421,86135,24,37,Male
3422,14434,99,51,Male
3423,53061,1,11,Female
3424,52800,62,78,Male
3425,64315,48,21,Male
3426,56238,58,74,Male
3427,34607,9,71,Female
3428,15290,81,64,Female
3429,7470,1,48,Male
3430,27584,89,86,Male
3431,62601,44,64,Female
3432,76816,64,14,Female
3433,11158,1,55,Female
3434,28768,82,64,Female
3435,50460,46,27,Female
3436,15419,65,78,Female
3437,49684,9,12,Female
3438,67005,100,11,Female
3439,89062,16,51,Female
3440,52576,55,54,Female
3441,28490,23,98,Male
3442,78971,97,43,Male
3443,48581,3,87,Male
3444,69837,96,26,Female
3445,87081,36,81,Male
3446,74092,91,16,Female
3447,1924,9,37,Female
3448,84458,90,29,Male
3449,75481,1,60,Female
3450,69767,64,57,Male
3451,6336,27,40,Male
3452,99445,86,90,Female
3453,42017,1,71,Female
3454,70258,69,78,Male
3455,10060,20,98,Female
3456,88110,59,72,Female
3457,33289,13,15,Male
3458,61687,85,71,Female
3459,83778,15,83,Male
3460,49294,58,45,Female
3461,85615,32,12,Male
3462,18932,63,95,Male
3463,47842,1,63,Male
3464,23016,89,22,Female
3465,92447,30,33,Male
3466,64325,95,63,Male
3467,57771,20,77,Male
3468,10956,100,63,Male
3469,56234,1,20,Female
3470,11519,63,100,Male
3471,41368,21,12,Female
3472,71835,83,57,Male
3473,87977,9,49,Female
3474,23434,88,36,Male
3475,93419,32,95,Male
3476,39470,77,37,Male
3477,48621,3,40,Female
3478,37997,100,30,Female
3479,31704,9,69,Female
3480,2526,80,56,Female
3481,50290,44,93,Female
3482,89682,87,98,Female
3483,28133,8,24,Male
3484,51458,66,88,Female
3485,91087,36,92,Male
3486,22191,60,78,Female
3487,75257,1,59,Female
3488,30279,78,16,Male
3489,94223,1,65,Male
3490,2179,87,57,Female
3491,18704,54,79,Female
3492,3420,96,47,Male
3493,65263,1,45,Male
3494,64973,60,53,Female
3495,89342,55,22,Female
3496,9470,73,42,Male
3497,50639,1,66,Male
3498,65020,79,76,Female
3499,70603,18,42,Female
3500,57492,78,100,Female
3501,78948,50,35,Female
3502,97557,77,16,Male
3503,18047,22,47,Female
3504,47498,57,34,Female
3505,74420,36,17,Male
3506,47020,82,61,Female
3507,27738,7,25,Female
3508,82948,91,12,Male
3509,91253,1,89,Female
3510,86130,58,59,Female
3511,13733,58,88,Male
3512,26926,93,52,Male
3513,64796,22,14,Male
3514,73567,62,11,Female
3515,6765,23,65,Male
3516,92602,80,18,Female
3517,22658,11,57,Male
3518,79322,100,10,Male
3519,58548,1,60,Female
3520,91594,77,64,Male
3521,38745,46,62,Female
3522,6984,82,17,Female
3523,944,12,48,Male
3524,77848,94,94,Female
3525,75287,38,59,Male
3526,50241,69,62,Female
3527,28767,13,57,Male
3528,4263,100,86,Female
3529,75726,8,21,Male
3530,2994,78,91,Male
3531,26467,45,18,Male
3532,81574,61,80,Female
3533,49222,1,81,Female
3534,57410,66,80,Male
3535,67764,56,96,Male
3536,88666,77,36,Female
3537,36355,9,32,Female
3538,66258,76,100,Male
3539,75675,1,40,Female
3540,93616,73,30,Female
3541,27956,41,85,Male
3542,98613,80,58,Female
3543,42460,1,12,Female
3544,15,86,15,Male
3545,31876,26,41,Male
3546,6412,85,34,Male
3547,8507,6,37,Female
3548,13587,100,14,Female
3549,45499,21,52,Male
3550,6840,62,63,Male
3551,35183,40,46,Female
3552,66299,66,43,Male
3553,86959,8,93,Male
3554,61742,88,35,Female
3555,55476,33,61,Male
3556,84743,95,95,Female
3557,26639,12,69,Male
3558,72969,98,40,Male
3559,37594,1,42,Male
3560,66033,77,30,Female
3561,70592,22,77,Female
3562,46211,69,39,Male
3563,81196,1,78,Male
3564,42220,79,25,Female
3565,67143,52,69,Female
3566,7274,71,14,Female
3567,11826,1,18,Female
3568,70009,76,33,Female
3569,75017,1,86,Female
3570,83106,74,90,Female
3571,29894,34,62,Female
3572,35326,80,97,Male
3573,87340,1,78,Male
3574,74534,94,11,Male
3575,13429,40,49,Male
3576,63226,73,63,Female
3577,28525,1,90,Male
3578,95525,88,16,Female
3579,89521,1,76,Male
3580,26398,64,57,Male
3581,20561,35,90,Male
3582,94154,80,19,Male
3583,70959,19,90,Female
3584,50621,69,53,Male
3585,93542,46,62,Female
3586,95067,68,85,Female
3587,45211,1,66,Male
3588,66617,100,44,Male
3589,76719,15,84,Male
3590,78413,60,57,Male
3591,69852,37,45,Female
3592,48582,88,53,Female
3593,1214,1,96,Male
3594,91221,82,85,Female
3595,57874,20,76,Male
3596,56241,85,75,Male
3597,27740,18,51,Female
3598,11881,78,59,Male
3599,37177,1,93,Female
3600,27915,72,71,Male
3601,17131,44,42,Female
3602,17881,96,49,Male
3603,69306,1,10,Male
3604,55041,57,53,Female
3605,81397,41,27,Male
3606,46365,65,67,Female
3607,1620,1,15,Male
3608,62248,94,86,Female
3609,15861,6,36,Female
3610,2837,75,49,Male
3611,86089,20,49,Female
3612,38255,78,90,Female
3613,65772,8,39,Female
3614,55956,66,22,Female
3615,33800,23,48,Female
3616,68476,89,70,Male
3617,44420,1,59,Female
3618,40498,100,17,Male
3619,62508,6,37,Male
3620,5738,78,74,Female
3621,78672,55,71,Female
3622,50969,84,48,Female
3623,75028,15,56,Male
3624,38575,69,12,Female
3625,10402,38,23,Female
3626,52181,72,77,Male
3627,30482,22,75,Male
3628,20545,84,54,Male
3629,57801,1,78,Male
3630,63397,64,51,Male
3631,71591,53,33,Female
3632,42000,100,83,Female
3633,88747,8,15,Female
3634,93332,91,38,Male
3635,16292,42,17,Female
3636,30383,65,88,Male
3637,24855,11,56,Female
3638,97204,100,76,Female
3639,17443,1,97,Female
3640,53744,65,51,Male
3641,28715,45,42,Female
3642,32210,79,79,Male
3643,33362,1,35,Female
3644,73748,92,11,Male
3645,89882,26,29,Female
3646,46870,68,90,Female
3647,28152,1,29,Female
3648,73740,76,99,Female
3649,11217,14,87,Male
3650,61314,52,99,Female
3651,84208,53,23,Male
3652,50572,74,94,Female
3653,69634,25,77,Female
3654,18226,57,42,Male
3655,36212,30,36,Male
3656,7253,71,55,Female
3657,27632,1,33,Male
3658,18413,91,95,Male
3659,16101,22,67,Male
3660,88241,88,15,Male
3661,37170,54,80,Female
3662,65930,74,38,Female
3663,26673,1,81,Female
3664,59076,80,66,Female
3665,33541,35,69,Female
3666,50955,66,12,Male
3667,82667,22,15,Male
3668,99919,96,52,Male
3669,61768,1,81,Female
3670,77123,63,53,Male
3671,16600,34,72,Female
3672,37695,74,86,Male
3673,40134,1,46,Female
3674,25475,58,53,Male
3675,42853,31,92,Female
3676,21309,56,26,Female
3677,67592,1,68,Male
3678,8584,85,50,Male
3679,85825,1,20,Female
3680,93878,83,15,Male
3681,21395,57,81,Female
3682,19056,94,66,Male
3683,89082,4,80,Male
3684,72999,70,90,Male
3685,90504,39,59,Female
3686,97384,91,36,Female
3687,9984,2,18,Female
3688,26924,100,75,Female
3689,85548,1,39,Female
3690,4096,56,72,Male
3691,97955,19,87,Male
3692,77975,64,87,Male
3693,32963,10,83,Male
3694,21494,63,22,Female
3695,83441,55,23,Female
3696,95815,87,36,Female
3697,63593,22,96,Male
3698,93899,98,76,Female
3699,34019,1,83,Male
3700,84861,67,28,Male
3701,60531,36,67,Female
3702,76815,61,11,Female
3703,10857,7,22,Male
3704,83446,78,73,Female
3705,90447,34,67,Female
3706,12211,67,69,Male
3707,89460,2,64,Male
3708,45752,100,80,Male
3709,27289,1,80,Female
3710,95278,66,47,Male
3711,23437,20,81,Male
3712,52076,66,42,Female
3713,78824,1,99,Female
3714,99430,93,23,Male
3715,30215,58,86,Male
3716,65642,83,67,Female
3717,29605,17,95,Female
3718,5580,96,34,Female
3719,96185,1,42,Female
3720,86173,68,43,Female
3721,14974,40,78,Female
3722,16167,76,22,Female
3723,21534,24,72,Female
3724,65839,68,87,Female
3725,11025,46,37,Female
3726,98383,71,86,Female
3727,17116,1,35,Female
3728,2124,100,18,Male
3729,64818,1,66,Female
3730,997,54,66,Female
3731,78653,38,65,Male
3732,72976,76,47,Female
3733,55965,19,87,Female
3734,94315,73,24,Female
3735,40239,51,86,Male
3736,91815,88,66,Female
3737,93018,20,25,Female
3738,51553,74,50,Female
3739,63083,15,42,Male
3740,3199,69,32,Female
3741,55038,41,88,Female
3742,64541,85,54,Female
3743,24815,1,90,Female
3744,18268,88,65,Female
3745,95347,32,29,Male
3746,41271,59,63,Female
3747,98075,1,35,Male
3748,64558,99,93,Female
3749,7771,2,84,Female
3750,92604,74,46,Male
3751,83251,37,91,Male
3752,23450,66,83,Female
3753,8983,23,37,Female
3754,91628,95,75,Male
3755,95149,24,84,Female
3756,23466,57,24,Male
3757,3688,22,80,Female
3758,13665,100,43,Male
